H0,H1,H2,range
983,2,1,10,1
984,2,1,10,1
985,2,1,10,1
986,2,1,10,1
987,2,1,10,1
988,2,1,10,1
989,2,1,10,1
990,2,1,10,1
991,2,1,10,1
992,2,1,10,1
993,2,1,10,1
994,2,1,10,1
995,1,12,27,1
996,1,12,27,1
997,1,12,27,1
998,1,12,27,1
999,1,1,3,1
1000,1,1,3,1
1001,1,1,3,1
1002,1,1,3,1
1003,1,1,3,1
1004,1,1,3,1
1005,1,1,3,1
1006,1,1,3,1
1007,1,1,3,1
1008,1,1,3,1
1009,1,1,3,1
1010,1,1,3,1
1011,1,1,3,1
1012,1,1,3,1
1013,1,1,3,1
1014,1,1,3,1
1015,1,1,3,1
1016,1,1,3,1
1017,1,1,3,1
1018,1,1,3,1
1019,1,1,3,1
1020,1,1,3,1
1021,1,1,3,1
1022,1,1,3,1
1023,1,1,3,1
1024,1,1,3,1
1025,1,1,3,1
1026,1,1,3,1
1027,1,1,3,1
1028,1,1,3,1
1029,1,1,3,1
1030,1,1,3,1
1031,1,1,3,1
1032,1,2,4,1
1033,1,2,4,1
1034,1,2,4,1
1035,1,2,4,1
1036,1,2,4,1
1037,1,2,4,1
1038,1,2,4,1
1039,1,2,4,1
1040,1,2,4,1
1041,1,2,4,1
1042,1,2,4,1
1043,1,2,4,1
1044,4,3,11,1
1045,4,3,11,1
1046,1,1,5,1
1047,1,1,5,1
1048,1,1,5,1
1049,1,1,5,1
1050,1,1,5,1
1051,1,1,5,1
1052,1,1,5,1
1053,1,1,5,1
1054,1,1,5,1
1055,1,1,5,1
1056,1,1,5,1
1057,1,1,5,1
1058,1,1,5,1
1059,1,1,5,1
1060,1,1,5,1
1061,1,1,5,1
1062,1,1,5,1
1063,1,11,25,1
1064,1,11,25,1
1065,1,11,25,1
1066,1,11,25,1
1067,1,11,25,1
1068,1,11,25,1
1069,1,11,25,1
1070,1,11,25,1
1071,1,11,25,1
1072,1,11,25,1
1073,1,11,25,1
1074,1,11,25,1
1075,1,11,25,1
1076,1,11,25,1
1077,1,11,25,1
1078,1,11,25,1
1079,1,11,25,1
1080,1,11,25,1
1081,1,11,25,1
1082,1,11,25,1
1083,1,11,25,1
1084,1,11,25,1
1085,1,11,25,1
1086,1,11,25,1
1087,1,11,25,1
1088,1,11,25,1
1089,1,11,25,1
1090,1,11,25,1
1091,1,11,25,1
1092,1,11,25,1
1093,1,11,25,1
1094,1,11,25,1
1095,1,11,25,1
1096,1,11,25,1
1097,1,11,25,1
1098,1,11,4,1
1099,1,11,4,1
1100,1,11,4,1
1101,1,11,4,1
1102,1,11,4,1
1103,1,11,4,1
1104,1,11,4,1
1105,1,11,4,1
1106,1,11,4,1
1107,1,11,4,1
1108,1,11,4,1
1109,1,11,4,1
1110,1,9,22,1
1111,1,9,22,1
1112,1,9,22,1
1113,1,9,22,1
1114,1,9,22,1
1115,1,9,22,1
1116,1,9,22,1
1117,1,9,22,1
1118,1,9,22,2
1119,1,9,22,2
1120,1,9,22,2
1121,1,9,22,1
1122,1,9,22,1
1123,1,9,22,1
1124,1,9,22,1
1125,1,9,22,1
1126,1,9,22,1
1127,1,11,4,1
1128,1,11,4,1
1129,1,11,4,1
1130,1,11,4,1
1131,1,11,4,1
1132,1,11,4,1
1133,1,11,25,2
1134,1,11,25,2
1135,1,11,25,2
1136,1,11,25,2
1137,1,11,25,2
1138,1,11,25,2
1139,1,11,25,2
1140,1,11,25,2
1141,1,11,4,2
1142,1,11,25,1
1143,1,11,25,1
1144,1,11,25,1
1145,1,11,25,1
1146,1,11,4,1
1147,1,11,4,1
1148,1,11,4,1
1149,1,11,4,1
1150,1,11,4,1
1151,1,11,4,1
1152,1,11,25,2
1153,1,11,25,2
1154,1,11,25,2
1155,1,11,25,2
1156,1,11,25,1
1157,1,11,25,1
1158,1,11,25,1
1159,1,11,25,1
1160,1,11,25,1
1161,1,11,25,1
1162,1,11,25,2
1163,1,11,25,2
1164,1,11,25,2
1165,1,11,25,2
1166,1,11,25,2
1167,1,11,3,1
1168,1,11,3,1
1169,1,1,3,1
1170,1,1,3,1
1171,1,1,3,1
1172,1,1,3,1
1173,1,1,3,1
1174,1,1,3,1
1175,1,1,3,1
1176,1,1,3,1
1177,1,1,3,1
1178,1,1,3,1
1179,1,1,3,1
1180,1,1,3,1
1181,1,1,3,1
1182,1,1,3,1
1183,1,1,3,1
1184,1,1,3,1
1185,1,1,3,1
1186,1,1,3,1
1187,1,1,3,1
1188,1,1,3,1
1189,1,1,3,1
1190,1,1,3,1
1191,1,1,3,1
1192,1,1,3,1
1193,1,1,3,1
1194,1,1,3,1
1195,1,3,3,1
1196,1,3,3,1
1197,1,3,3,1
1198,1,3,3,1
1199,1,3,3,1
1200,1,1,2,1
1201,1,1,2,1
1202,1,1,2,1
1203,1,1,2,1
1204,1,1,2,1
1205,1,1,2,1
1206,1,1,2,1
1207,1,1,2,1
1208,1,1,2,1
1209,1,1,2,1
1210,1,1,2,1
1211,1,1,2,1
1212,1,1,2,1
1213,1,1,2,1
1214,1,1,2,1
1215,1,1,2,1
1216,1,1,2,1
1217,1,1,2,1
1218,1,1,2,1
1219,1,1,2,1
1220,1,1,2,1
1221,1,1,2,1
1222,1,1,2,1
1223,1,1,2,1
1224,1,1,2,1
1225,1,1,2,1
1226,1,1,2,1
1227,3,7,19,1
1228,3,7,19,1
1229,3,7,19,1
1230,3,7,19,1
1231,3,7,19,1
1232,3,7,19,1
1233,3,7,19,1
1234,3,7,19,1
1235,3,7,19,1
1236,3,7,19,1
1237,3,7,19,1
1238,3,7,19,1
1239,3,7,19,1
1240,3,7,19,1
1241,3,7,19,1
1242,3,7,19,1
1243,3,7,19,1
1244,3,7,19,1
1245,3,7,19,1
1246,3,7,19,1
1247,3,7,19,1
1248,3,7,19,1
1249,3,7,19,1
1250,3,7,19,1
1251,3,7,19,1
1252,3,7,19,1
1253,3,7,19,1
1254,3,7,19,1
1255,3,7,19,1
1256,3,7,19,1
1257,3,7,19,1
1258,3,7,19,1
1259,3,7,19,1
1260,3,7,19,1
